
3, 0.410197, 0.024422, 1
12, 0.240259, 0.214832, 1
20, 0.788690, 0.228878, 1
23, 0.485706, 0.368095, 1
35, 0.317546, 0.400087, 1
40, 0.962925, 0.885871, 0
50, 0.941709, 0.949191, 0
57, 0.656383, 0.441358, 1
62, 0.872582, 0.054382, 1
72, 0.728653, 0.002000, 1
74, 0.330795, 0.556581, 1
80, 0.827204, 0.987231, 0
95, 0.980567, 0.365478, 0
106, 0.713451, 0.004011, 1
112, 0.420228, 0.663897, 1
121, 0.089498, 0.921044, 1
132, 0.161627, 0.576996, 1
143, 0.162275, 0.842623, 1
148, 0.874057, 0.777030, 0
156, 0.327759, 0.798131, 1
164, 0.907282, 0.414859, 1
170, 0.389098, 0.477085, 1
176, 0.651980, 0.891219, 0
180, 0.075777, 0.352736, 1
187, 0.030536, 0.873301, 1
198, 0.794416, 0.001030, 1
199, 0.916254, 0.550016, 0
204, 0.553853, 0.314671, 1
216, 0.292554, 0.539173, 1
220, 0.938580, 0.244958, 1
226, 0.402839, 0.518189, 1
236, 0.110278, 0.468944, 1
243, 0.803234, 0.620186, 0
248, 0.291575, 0.422975, 1
255, 0.245999, 0.697014, 1
264, 0.712387, 0.970076, 0
271, 0.726914, 0.743982, 0
274, 0.914746, 0.784521, 0
280, 0.662431, 0.171723, 1
289, 0.275354, 0.859101, 1
297, 0.426426, 0.613956, 1
303, 0.546265, 0.015468, 1
310, 0.520555, 0.002306, 1
316, 0.311416, 0.668380, 1
320, 0.992580, 0.573785, 0
327, 0.696586, 0.319564, 1
334, 0.572828, 0.382862, 1
343, 0.130642, 0.747861, 1
350, 0.054993, 0.643130, 1
360, 0.520545, 0.839535, 1
366, 0.035918, 0.712514, 1
374, 0.156170, 0.091999, 1
381, 0.279079, 0.777167, 1
387, 0.232457, 0.010650, 1
394, 0.315877, 0.196773, 1
402, 0.766982, 0.559040, 1
406, 0.593202, 0.883792, 0
412, 0.211599, 0.916965, 1
420, 0.270338, 0.604225, 1
434, 0.408175, 0.273867, 1
446, 0.247447, 0.607854, 1
455, 0.511474, 0.007046, 1
461, 0.271192, 0.739987, 1
475, 0.621922, 0.588527, 1
484, 0.894286, 0.536021, 0
493, 0.290002, 0.924702, 1
500, 0.933181, 0.091570, 1
504, 0.768267, 0.359287, 1
507, 0.975829, 0.625746, 0
515, 0.172809, 0.100579, 1
529, 0.757383, 0.107082, 1
535, 0.177022, 0.136211, 1
541, 0.266028, 0.576161, 1
550, 0.191587, 0.929287, 1
558, 0.852358, 0.685948, 0
565, 0.940080, 0.771872, 0
571, 0.949450, 0.265607, 1
575, 0.343438, 0.572038, 1
580, 0.226890, 0.192568, 1
584, 0.759443, 0.634618, 1
589, 0.823388, 0.511802, 1
597, 0.468373, 0.186392, 1
604, 0.974109, 0.276336, 0
614, 0.473788, 0.160133, 1
623, 0.926454, 0.110105, 1
632, 0.810955, 0.127276, 1
644, 0.859979, 0.353209, 1
653, 0.754025, 0.785720, 0
657, 0.248607, 0.770647, 1
664, 0.719111, 0.775457, 0
667, 0.674772, 0.758759, 0
675, 0.129600, 0.629912, 1
684, 0.580205, 0.146255, 1
704, 0.575465, 0.334341, 1
707, 0.937726, 0.068488, 1
715, 0.605252, 0.926032, 0
722, 0.679946, 0.777410, 0
729, 0.241387, 0.404249, 1
736, 0.347246, 0.734188, 1
744, 0.274647, 0.231719, 1
752, 0.348429, 0.330585, 1
756, 0.535266, 0.043340, 1
770, 0.816861, 0.143039, 1
776, 0.511520, 0.923124, 0
787, 0.172349, 0.389627, 1
791, 0.271276, 0.465802, 1
796, 0.739442, 0.274908, 1
804, 0.837772, 0.865411, 0
807, 0.973648, 0.577552, 0
814, 0.435275, 0.239762, 1
819, 0.850574, 0.915441, 0
824, 0.573737, 0.248845, 1
830, 0.624130, 0.766436, 1
835, 0.851456, 0.966102, 0
839, 0.985241, 0.444854, 0
844, 0.501519, 0.931911, 0
850, 0.366013, 0.075400, 1
863, 0.067378, 0.858965, 1
867, 0.548051, 0.541512, 1
876, 0.310191, 0.156851, 1
879, 0.515615, 0.243175, 1
886, 0.986457, 0.971962, 0
893, 0.715708, 0.924098, 0
900, 0.911396, 0.748714, 0
907, 0.847898, 0.234589, 1
915, 0.125317, 0.313898, 1
930, 0.273408, 0.506001, 1
932, 0.499923, 0.592239, 1
944, 0.985741, 0.349261, 0
950, 0.637810, 0.238330, 1
962, 0.984502, 0.393349, 0
973, 0.739128, 0.864654, 0
979, 0.597725, 0.627308, 1
991, 0.528875, 0.798712, 1
1001, 0.088679, 0.355014, 1
1015, 0.715768, 0.173461, 1
1025, 0.463822, 0.115511, 1
1028, 0.475566, 0.735814, 1
1034, 0.772919, 0.765123, 0
1044, 0.978747, 0.987136, 0
1052, 0.101373, 0.499300, 1
1059, 0.251652, 0.636375, 1
1067, 0.471893, 0.915309, 0
1093, 0.133926, 0.720224, 1
1102, 0.176767, 0.420861, 1
1108, 0.851845, 0.817109, 0
1110, 0.588830, 0.710204, 1
1116, 0.788568, 0.344952, 1
1124, 0.102616, 0.457050, 1
1130, 0.580010, 0.074115, 1
1135, 0.923193, 0.184341, 1
1148, 0.217602, 0.085986, 1
1159, 0.888902, 0.988853, 0
1166, 0.982571, 0.748026, 0
1172, 0.205618, 0.229857, 1
1190, 0.960870, 0.201271, 1
1194, 0.608493, 0.060721, 1
1199, 0.031178, 0.652953, 1
1211, 0.108858, 0.613988, 1
1221, 0.105538, 0.286160, 1
1224, 0.198397, 0.395837, 1
1242, 0.880277, 0.402108, 1
1249, 0.438575, 0.454299, 1
1263, 0.398702, 0.809906, 1
1279, 0.230431, 0.045194, 1
1286, 0.312133, 0.770126, 1
1291, 0.016072, 0.987266, 1
1297, 0.540855, 0.910606, 0
1300, 0.194378, 0.129544, 1
1310, 0.746508, 0.456860, 1
1316, 0.735427, 0.267085, 1
1323, 0.044176, 0.651662, 1
1334, 0.359659, 0.526830, 1
1336, 0.171536, 0.383199, 1
1346, 0.596330, 0.708294, 1
1353, 0.063784, 0.148653, 1
1359, 0.399191, 0.632136, 1
1364, 0.120308, 0.745513, 1
1376, 0.296207, 0.997190, 0
1384, 0.637937, 0.695613, 1
1396, 0.199388, 0.304203, 1
1404, 0.169914, 0.529998, 1
1413, 0.738001, 0.644283, 1
1421, 0.305368, 0.509274, 1
1428, 0.993328, 0.318322, 0
1439, 0.125570, 0.386034, 1
1443, 0.585548, 0.679968, 1
1450, 0.194175, 0.642217, 1
1462, 0.218969, 0.936802, 1
1470, 0.989347, 0.711671, 0
1474, 0.824128, 0.550770, 1
1488, 0.687542, 0.868755, 0
1500, 0.980277, 0.145517, 1
1506, 0.346132, 0.818382, 1
1514, 0.339233, 0.475906, 1
1522, 0.241235, 0.759227, 1
1528, 0.480905, 0.987264, 0
1535, 0.994597, 0.971653, 0
1541, 0.341472, 0.630442, 1
1553, 0.108701, 0.501584, 1
1569, 0.034804, 0.560583, 1
1578, 0.776023, 0.429783, 1
1583, 0.071240, 0.210387, 1
1586, 0.139197, 0.276105, 1
1599, 0.991727, 0.285245, 0
1607, 0.006094, 0.977952, 1
1614, 0.897377, 0.952152, 0
1621, 0.156741, 0.765579, 1
1629, 0.119431, 0.067641, 1
1635, 0.522827, 0.018343, 1
1642, 0.468498, 0.520912, 1
1659, 0.262886, 0.677472, 1
1667, 0.625150, 0.836473, 0
1675, 0.912660, 0.431190, 0
1684, 0.772086, 0.709826, 0
1693, 0.680100, 0.115659, 1
1706, 0.229731, 0.671358, 1
1714, 0.716808, 0.803020, 0
1727, 0.695471, 0.270136, 1
1732, 0.651255, 0.272236, 1
1739, 0.389574, 0.195843, 1
1746, 0.165281, 0.726212, 1
1753, 0.461540, 0.146278, 1
1768, 0.920954, 0.463820, 0
1776, 0.684983, 0.875500, 0
1791, 0.747879, 0.923031, 0
1802, 0.789821, 0.250806, 1
1808, 0.137483, 0.867979, 1
1816, 0.280158, 0.933062, 1
1821, 0.110849, 0.383439, 1
1829, 0.994850, 0.469580, 0
1838, 0.347972, 0.323217, 1
1846, 0.006787, 0.449279, 1
1850, 0.563762, 0.485146, 1
1856, 0.764127, 0.868360, 0
1860, 0.578643, 0.872084, 0
1863, 0.820668, 0.165557, 1
1873, 0.534760, 0.857297, 0
1883, 0.979368, 0.876600, 0
1898, 0.528688, 0.629616, 1
1904, 0.066674, 0.119181, 1
1912, 0.697620, 0.944345, 0
1922, 0.521297, 0.250972, 1
1929, 0.864581, 0.403176, 1
1934, 0.070774, 0.811322, 1
1938, 0.022026, 0.918208, 1
1947, 0.646816, 0.653559, 1
1949, 0.330214, 0.481570, 1
1957, 0.319578, 0.690012, 1
1964, 0.227158, 0.864271, 1
1968, 0.507774, 0.018603, 1
1979, 0.122902, 0.558261, 1
1994, 0.289522, 0.736876, 1
1997, 0.234346, 0.517686, 1
2005, 0.894801, 0.739569, 0
2012, 0.595316, 0.600125, 1
2023, 0.322509, 0.417988, 1
2039, 0.966732, 0.398683, 0
2045, 0.312259, 0.188858, 1
2049, 0.333882, 0.960239, 0
2055, 0.311270, 0.113255, 1
2058, 0.453211, 0.488938, 1
2065, 0.437849, 0.893412, 1
2070, 0.803025, 0.935185, 0
2078, 0.654785, 0.228333, 1
2083, 0.474577, 0.901405, 0
2086, 0.640636, 0.398497, 1
2095, 0.089402, 0.685588, 1
2099, 0.598484, 0.538160, 1
2109, 0.985348, 0.742021, 0
2116, 0.994290, 0.915662, 0
2132, 0.369146, 0.114299, 1
2135, 0.927798, 0.858530, 0
2142, 0.292246, 0.729609, 1
2150, 0.354753, 0.870349, 1
2155, 0.713689, 0.126664, 1
2158, 0.159429, 0.119773, 1
2165, 0.630956, 0.810403, 0
2174, 0.726573, 0.377850, 1
2185, 0.115369, 0.279259, 1
2192, 0.840889, 0.395657, 1
2201, 0.227071, 0.100566, 1
2215, 0.095304, 0.967289, 1
2219, 0.558609, 0.314943, 1
2225, 0.312717, 0.003849, 1
2233, 0.342680, 0.620306, 1
2243, 0.158056, 0.221218, 1
2252, 0.931479, 0.066074, 1
2259, 0.018196, 0.460036, 1
2269, 0.518874, 0.256431, 1
2277, 0.074403, 0.233973, 1
2281, 0.299424, 0.100248, 1
2288, 0.821878, 0.686955, 0
2292, 0.766543, 0.575813, 1
2298, 0.725017, 0.884854, 0
2306, 0.770170, 0.829984, 0
2312, 0.375164, 0.556299, 1
2324, 0.844702, 0.551937, 0
2334, 0.510803, 0.625071, 1
2343, 0.637410, 0.823768, 0
2351, 0.307990, 0.443639, 1
2356, 0.642047, 0.289191, 1
2364, 0.423308, 0.866222, 1
2376, 0.519864, 0.015149, 1
2381, 0.480182, 0.207131, 1
2383, 0.599587, 0.166618, 1
2393, 0.329217, 0.367006, 1
2402, 0.020022, 0.483069, 1
2422, 0.118572, 0.731940, 1
2429, 0.644830, 0.302938, 1
2440, 0.230095, 0.945464, 1
2445, 0.820382, 0.978802, 0
2452, 0.505486, 0.479301, 1
2465, 0.743504, 0.135432, 1
2471, 0.554114, 0.435188, 1
2474, 0.945681, 0.540366, 0
2480, 0.220152, 0.738334, 1
2485, 0.922480, 0.860370, 0
2495, 0.120120, 0.330491, 1
2501, 0.699527, 0.482500, 1
2508, 0.023883, 0.562187, 1
2521, 0.086390, 0.076806, 1
2529, 0.782607, 0.679791, 0
2539, 0.005424, 0.117091, 1
2552, 0.403519, 0.501217, 1
2567, 0.158480, 0.981345, 1
2571, 0.287819, 0.659716, 1
2576, 0.992932, 0.970632, 0
2585, 0.939416, 0.778967, 0
2591, 0.731797, 0.482404, 1
2597, 0.425915, 0.724162, 1
2603, 0.744367, 0.047398, 1
2614, 0.537809, 0.360192, 1
2619, 0.790315, 0.733427, 0
2625, 0.336752, 0.381720, 1
2633, 0.808020, 0.624005, 0
2637, 0.086143, 0.411851, 1
2644, 0.978733, 0.991251, 0
2653, 0.166643, 0.383036, 1
2658, 0.641683, 0.029609, 1
2663, 0.654758, 0.858736, 0
2668, 0.981828, 0.612044, 0
2680, 0.349793, 0.143827, 1
2694, 0.381891, 0.769226, 1
2700, 0.437838, 0.410595, 1
2712, 0.627869, 0.966805, 0
2725, 0.835012, 0.289294, 1
2735, 0.974029, 0.252280, 0
2739, 0.125370, 0.076159, 1
2750, 0.748252, 0.160273, 1
2757, 0.154310, 0.433986, 1
2767, 0.339410, 0.253425, 1
2770, 0.822873, 0.356325, 1
2777, 0.432403, 0.962699, 0
2787, 0.347915, 0.337119, 1
2800, 0.014043, 0.931043, 1
2808, 0.326190, 0.408650, 1
2816, 0.922858, 0.769228, 0
2827, 0.216434, 0.531151, 1
2835, 0.206641, 0.034569, 1
2843, 0.063018, 0.318500, 1
2851, 0.959697, 0.852082, 0
2860, 0.519495, 0.981449, 0
2867, 0.804240, 0.521935, 1
2884, 0.811699, 0.333594, 1
2888, 0.174180, 0.782684, 1
2895, 0.805549, 0.418693, 1
2899, 0.218606, 0.324084, 1
2910, 0.503629, 0.236024, 1
2919, 0.756227, 0.664087, 0
2936, 0.639352, 0.594077, 1
2942, 0.429895, 0.625281, 1
2950, 0.084007, 0.670415, 1
2956, 0.732206, 0.443281, 1
2963, 0.320937, 0.241623, 1
2971, 0.065730, 0.229331, 1
2976, 0.566065, 0.325476, 1
2988, 0.779982, 0.107031, 1
2993, 0.456062, 0.575278, 1
3004, 0.939472, 0.036356, 1
3011, 0.485058, 0.392910, 1
3016, 0.070812, 0.213646, 1
3030, 0.008932, 0.859650, 1
3034, 0.106231, 0.443316, 1
3040, 0.277266, 0.708949, 1
3048, 0.116152, 0.867459, 1
3054, 0.068742, 0.835009, 1
3057, 0.161835, 0.483479, 1
3064, 0.091006, 0.223573, 1
3069, 0.554723, 0.762305, 1
3074, 0.090049, 0.385334, 1
3078, 0.097260, 0.253846, 1
3087, 0.967305, 0.513655, 0
3094, 0.777329, 0.260703, 1
3104, 0.728085, 0.615541, 1
3116, 0.224382, 0.168643, 1
3124, 0.437926, 0.314022, 1
3135, 0.437800, 0.480641, 1
3139, 0.078909, 0.579076, 1
3144, 0.518873, 0.606345, 1
3148, 0.040295, 0.377690, 1
3155, 0.725969, 0.307740, 1
3166, 0.620127, 0.364696, 1
3174, 0.535161, 0.237984, 1
3180, 0.510360, 0.687946, 1
3189, 0.347773, 0.052734, 1
3194, 0.021886, 0.726583, 1
3209, 0.936573, 0.548105, 0
3212, 0.696930, 0.667311, 1
3224, 0.740440, 0.614727, 1
3230, 0.693950, 0.981030, 0
3238, 0.157753, 0.614571, 1
3248, 0.716168, 0.427333, 1
3255, 0.299839, 0.240327, 1
3262, 0.567223, 0.650568, 1
3270, 0.253916, 0.093185, 1
3282, 0.808835, 0.783190, 0
3296, 0.061459, 0.014957, 1
3303, 0.560001, 0.167364, 1
3309, 0.178356, 0.535600, 1
3315, 0.676233, 0.243491, 1
3320, 0.012870, 0.574785, 1
3333, 0.990854, 0.373813, 0
3343, 0.750388, 0.630677, 1
3346, 0.016053, 0.978303, 1
3356, 0.461954, 0.512864, 1
3361, 0.658906, 0.375823, 1
3370, 0.023291, 0.529497, 1
3378, 0.523369, 0.302346, 1
3385, 0.238202, 0.633464, 1
3398, 0.460429, 0.405536, 1
3401, 0.244421, 0.359545, 1
3407, 0.149361, 0.519323, 1
3412, 0.045898, 0.198400, 1
3415, 0.244535, 0.154821, 1
3429, 0.523132, 0.161456, 1
3435, 0.431748, 0.959245, 0
3440, 0.012891, 0.064922, 1
3451, 0.573798, 0.740153, 1
3467, 0.357433, 0.215983, 1
3477, 0.288722, 0.711037, 1
3484, 0.618222, 0.564019, 1
3494, 0.664697, 0.720523, 1
3499, 0.513351, 0.864498, 0
3508, 0.825069, 0.051525, 1
3515, 0.012330, 0.349769, 1
3521, 0.304373, 0.463665, 1
3527, 0.670607, 0.527269, 1
3532, 0.056283, 0.442337, 1
3541, 0.966794, 0.517894, 0
3552, 0.537332, 0.179984, 1
3559, 0.877060, 0.573509, 0
3569, 0.435259, 0.170229, 1
3577, 0.531339, 0.798880, 1
3591, 0.443123, 0.619218, 1
3605, 0.203277, 0.319027, 1
3612, 0.361552, 0.554475, 1
3619, 0.139408, 0.036670, 1
3629, 0.497004, 0.002091, 1
3639, 0.126496, 0.131391, 1
3655, 0.477806, 0.301994, 1
